product_id,brand_name,generic_name,manufacturer,dosage_form,strength,pack_size,price,discount_percent,final_price,is_prescription_required,drug_type,therapeutic_class,storage_condition,shelf_life_months,country,availability_status,rating,num_reviews,contains_ai_generated_label
P00472,HealPlus,Metformin,Medicare Ltd,Injection,50mg,30,49.71,5,47.22,Yes,OTC,Analgesic,Refrigerated,22,UK,Limited,2.6,13,Yes
P00473,PharmaOne,Amoxicillin,Global Remedies,Injection,50mg,10,517.7,15,440.05,Yes,Prescription,Antacid,Room Temp,35,UK,In stock,3.1,276,Yes
P00474,HealPlus,Omeprazole,Global Remedies,Capsule,500mg,15,542.67,5,515.54,Yes,OTC,Antihypertensive,Room Temp,27,UK,In stock,2.6,256,No
P00475,BioTrust,Atorvastatin,Medicare Ltd,Tablet,5mg,20,1695.27,0,1695.27,Yes,Prescription,Antihypertensive,Room Temp,20,Bangladesh,Limited,4.9,112,Yes
P00476,LifeCare,Atorvastatin,Sun Healthcare,Injection,50mg,10,1174.58,0,1174.58,Yes,OTC,Antacid,Refrigerated,32,Canada,Out of stock,3.2,100,Yes
P00477,LifeCare,Paracetamol,Global Remedies,Syrup,250mg,15,32.4,20,25.92,Yes,OTC,Antibiotic,Room Temp,35,Canada,In stock,3.3,299,Yes
P00478,BioTrust,Atorvastatin,Medicare Ltd,Syrup,100mg,30,975.11,15,828.84,Yes,OTC,Antibiotic,Room Temp,34,USA,Limited,2.9,294,No
P00479,BioTrust,Atorvastatin,Global Remedies,Ointment,250mg,30,1952.47,5,1854.85,Yes,OTC,Analgesic,Room Temp,13,Bangladesh,In stock,4.2,361,Yes
P00480,BioTrust,Omeprazole,Medicare Ltd,Syrup,5mg,10,1321.0,15,1122.85,No,Prescription,Analgesic,Refrigerated,15,India,In stock,4.8,496,No
P00481,BioTrust,Amoxicillin,Sun Healthcare,Syrup,100mg,15,1305.92,0,1305.92,Yes,Prescription,Antihypertensive,Room Temp,23,UK,Out of stock,5.0,83,Yes
P00482,LifeCare,Metformin,Global Remedies,Injection,100mg,30,1953.31,10,1757.98,Yes,OTC,Antidiabetic,Room Temp,30,Bangladesh,In stock,2.7,285,No
P00483,HealPlus,Paracetamol,Global Remedies,Tablet,5mg,20,799.88,0,799.88,Yes,OTC,Antibiotic,Refrigerated,34,USA,Limited,3.0,297,No
P00484,HealPlus,Atorvastatin,Sun Healthcare,Tablet,5mg,15,913.12,15,776.15,Yes,Prescription,Antidiabetic,Room Temp,24,UK,Limited,4.4,86,Yes
P00485,LifeCare,Metformin,Global Remedies,Ointment,50mg,30,583.47,15,495.95,Yes,Prescription,Antidiabetic,Refrigerated,26,India,Limited,3.1,429,No
P00486,PharmaOne,Paracetamol,Global Remedies,Syrup,100mg,15,1717.79,0,1717.79,Yes,Prescription,Antihypertensive,Room Temp,26,USA,Out of stock,3.8,242,No
P00487,LifeCare,Metformin,Nova Life,Tablet,250mg,30,1512.58,20,1210.06,Yes,Prescription,Antibiotic,Refrigerated,23,Canada,Limited,4.9,68,No
P00488,PharmaOne,Amoxicillin,Medicare Ltd,Syrup,50mg,30,114.19,10,102.77,No,Prescription,Analgesic,Refrigerated,27,Canada,Out of stock,4.5,195,Yes
P00489,LifeCare,Amoxicillin,ABC Pharma,Injection,100mg,30,904.42,15,768.76,Yes,Prescription,Antibiotic,Room Temp,12,UK,Limited,4.2,158,Yes
P00490,BioTrust,Amoxicillin,ABC Pharma,Injection,250mg,20,1939.27,10,1745.34,No,OTC,Analgesic,Room Temp,15,Bangladesh,In stock,3.9,193,Yes
P00491,LifeCare,Metformin,Sun Healthcare,Tablet,50mg,20,738.85,20,591.08,No,OTC,Antihypertensive,Room Temp,18,UK,In stock,3.0,198,No
P00492,HealPlus,Amoxicillin,Medicare Ltd,Capsule,50mg,10,1761.16,15,1496.99,No,Prescription,Antibiotic,Room Temp,24,Bangladesh,In stock,3.2,45,No
P00493,BioTrust,Omeprazole,Medicare Ltd,Tablet,500mg,20,1951.07,0,1951.07,Yes,Prescription,Analgesic,Room Temp,23,UK,In stock,2.8,239,Yes
P00494,PharmaOne,Metformin,ABC Pharma,Tablet,500mg,20,921.43,10,829.29,Yes,Prescription,Analgesic,Room Temp,22,Canada,Limited,4.1,224,Yes
P00495,LifeCare,Paracetamol,ABC Pharma,Injection,50mg,10,745.29,20,596.23,Yes,OTC,Analgesic,Room Temp,34,USA,In stock,4.7,110,No
P00496,PharmaOne,Amoxicillin,Medicare Ltd,Ointment,250mg,15,325.84,0,325.84,Yes,OTC,Antacid,Room Temp,32,Canada,Limited,3.6,337,Yes
P00497,PharmaOne,Atorvastatin,Global Remedies,Injection,50mg,30,1912.98,0,1912.98,Yes,OTC,Antibiotic,Refrigerated,21,Canada,Limited,3.1,142,Yes
P00498,BioTrust,Metformin,Sun Healthcare,Syrup,5mg,20,1732.8,10,1559.52,Yes,OTC,Antibiotic,Room Temp,16,Bangladesh,In stock,4.5,35,No
P00499,LifeCare,Metformin,Nova Life,Capsule,500mg,10,1314.87,0,1314.87,Yes,Prescription,Antibiotic,Room Temp,15,Bangladesh,In stock,4.5,270,Yes
P00500,Medix,Paracetamol,Nova Life,Tablet,5mg,20,829.85,10,746.87,Yes,OTC,Antidiabetic,Refrigerated,19,Canada,Limited,4.3,288,No
P00501,BioTrust,Atorvastatin,Medicare Ltd,Injection,100mg,10,1492.95,15,1269.01,Yes,OTC,Antihypertensive,Room Temp,19,Bangladesh,Out of stock,4.7,404,Yes
P00502,LifeCare,Amoxicillin,Global Remedies,Syrup,500mg,15,838.78,15,712.96,No,OTC,Antacid,Room Temp,34,Bangladesh,In stock,3.6,472,Yes
P00503,LifeCare,Paracetamol,Global Remedies,Tablet,250mg,15,390.65,20,312.52,No,OTC,Antacid,Refrigerated,26,Bangladesh,Limited,3.9,161,Yes
P00504,BioTrust,Omeprazole,Global Remedies,Ointment,5mg,10,781.02,20,624.82,No,OTC,Antacid,Refrigerated,14,Canada,In stock,3.1,442,Yes
P00505,LifeCare,Omeprazole,Global Remedies,Ointment,500mg,30,800.97,10,720.87,No,Prescription,Analgesic,Room Temp,28,India,Out of stock,2.9,372,No
P00506,Medix,Atorvastatin,Global Remedies,Capsule,250mg,30,1513.3,0,1513.3,Yes,OTC,Antidiabetic,Refrigerated,19,UK,In stock,4.2,20,No
P00507,Medix,Omeprazole,Sun Healthcare,Injection,100mg,30,1406.73,0,1406.73,No,OTC,Antidiabetic,Room Temp,27,Canada,In stock,4.0,270,Yes
P00508,PharmaOne,Atorvastatin,Global Remedies,Tablet,50mg,15,1443.19,10,1298.87,No,OTC,Antidiabetic,Room Temp,34,Canada,In stock,4.0,498,Yes
P00509,BioTrust,Omeprazole,Medicare Ltd,Tablet,50mg,20,241.04,0,241.04,Yes,OTC,Antidiabetic,Room Temp,16,Bangladesh,In stock,4.4,7,No
P00510,HealPlus,Amoxicillin,Nova Life,Injection,100mg,15,1667.06,5,1583.71,Yes,OTC,Analgesic,Room Temp,16,India,Out of stock,4.0,3,No
P00511,LifeCare,Metformin,Medicare Ltd,Ointment,250mg,20,21.8,20,17.44,Yes,Prescription,Antibiotic,Room Temp,32,UK,In stock,4.7,254,Yes
P00512,PharmaOne,Omeprazole,Global Remedies,Tablet,100mg,30,607.32,0,607.32,No,Prescription,Antidiabetic,Refrigerated,19,UK,Limited,4.6,74,No
P00513,HealPlus,Atorvastatin,Sun Healthcare,Capsule,500mg,20,495.05,20,396.04,No,OTC,Antacid,Room Temp,13,Canada,Limited,3.8,107,No
P00514,BioTrust,Metformin,Medicare Ltd,Tablet,500mg,20,257.51,15,218.88,Yes,OTC,Analgesic,Refrigerated,35,UK,In stock,4.3,280,Yes
P00515,BioTrust,Metformin,Global Remedies,Injection,500mg,15,1099.3,0,1099.3,Yes,Prescription,Analgesic,Room Temp,19,Bangladesh,In stock,3.2,20,Yes
P00516,HealPlus,Metformin,Medicare Ltd,Injection,5mg,15,766.53,0,766.53,No,OTC,Antidiabetic,Room Temp,15,India,Out of stock,3.5,500,No
P00517,PharmaOne,Amoxicillin,Medicare Ltd,Ointment,500mg,10,479.26,10,431.33,Yes,OTC,Antidiabetic,Room Temp,26,USA,Out of stock,4.7,419,No
P00518,LifeCare,Atorvastatin,Global Remedies,Capsule,5mg,10,75.37,10,67.83,Yes,OTC,Antibiotic,Room Temp,36,USA,Limited,4.9,130,Yes
P00519,LifeCare,Metformin,Sun Healthcare,Syrup,50mg,10,1769.64,10,1592.68,Yes,OTC,Antibiotic,Refrigerated,27,Canada,Out of stock,2.8,359,No
P00520,BioTrust,Omeprazole,Nova Life,Injection,250mg,30,1378.09,15,1171.38,No,Prescription,Antibiotic,Room Temp,20,Bangladesh,Out of stock,2.5,147,Yes
P00521,HealPlus,Amoxicillin,Nova Life,Injection,50mg,20,858.53,0,858.53,Yes,Prescription,Analgesic,Refrigerated,25,India,Out of stock,3.4,385,Yes
P00522,LifeCare,Omeprazole,ABC Pharma,Syrup,50mg,30,1355.1,20,1084.08,No,OTC,Antihypertensive,Room Temp,23,India,Out of stock,2.7,321,No
P00523,LifeCare,Metformin,Global Remedies,Injection,5mg,10,1964.91,20,1571.93,No,OTC,Antibiotic,Refrigerated,17,UK,Limited,4.2,461,Yes
P00524,HealPlus,Atorvastatin,Sun Healthcare,Injection,500mg,15,1236.95,15,1051.41,Yes,Prescription,Antibiotic,Refrigerated,12,Canada,Out of stock,3.5,144,No
P00525,PharmaOne,Metformin,Medicare Ltd,Ointment,500mg,10,1226.16,0,1226.16,No,OTC,Antacid,Room Temp,34,UK,In stock,2.7,201,Yes
P00526,PharmaOne,Metformin,ABC Pharma,Injection,5mg,10,748.2,15,635.97,Yes,OTC,Antidiabetic,Room Temp,13,UK,Out of stock,3.6,311,Yes
P00527,Medix,Omeprazole,Medicare Ltd,Injection,50mg,20,1352.65,10,1217.39,No,Prescription,Antidiabetic,Refrigerated,12,USA,Out of stock,3.9,122,No
P00528,PharmaOne,Amoxicillin,Medicare Ltd,Ointment,50mg,20,961.95,15,817.66,No,Prescription,Antibiotic,Room Temp,32,Canada,Out of stock,3.3,142,No
P00529,PharmaOne,Amoxicillin,ABC Pharma,Ointment,500mg,10,974.87,5,926.13,Yes,OTC,Antibiotic,Room Temp,32,Bangladesh,Out of stock,4.2,473,Yes
P00530,LifeCare,Omeprazole,Sun Healthcare,Syrup,50mg,30,466.78,0,466.78,No,OTC,Antibiotic,Room Temp,28,Bangladesh,Limited,4.0,148,Yes
P00531,LifeCare,Omeprazole,Sun Healthcare,Capsule,100mg,15,1347.84,10,1213.06,No,Prescription,Analgesic,Room Temp,26,USA,Limited,3.5,296,Yes
P00532,BioTrust,Amoxicillin,Sun Healthcare,Syrup,500mg,30,1396.48,5,1326.66,Yes,Prescription,Antihypertensive,Refrigerated,19,India,Limited,4.0,489,Yes
P00533,Medix,Atorvastatin,Global Remedies,Injection,50mg,20,1105.83,10,995.25,No,OTC,Antihypertensive,Room Temp,16,Canada,Limited,2.6,285,Yes
P00534,BioTrust,Omeprazole,Nova Life,Tablet,250mg,30,298.76,0,298.76,No,Prescription,Antibiotic,Room Temp,19,India,Limited,4.1,464,No
P00535,HealPlus,Omeprazole,Sun Healthcare,Injection,100mg,30,298.09,10,268.28,Yes,Prescription,Analgesic,Room Temp,26,UK,Out of stock,4.0,333,No
P00536,LifeCare,Paracetamol,Global Remedies,Injection,500mg,10,1958.47,0,1958.47,No,Prescription,Analgesic,Room Temp,17,India,Out of stock,4.8,1,No
P00537,HealPlus,Atorvastatin,Sun Healthcare,Capsule,5mg,30,1676.86,0,1676.86,No,Prescription,Antacid,Refrigerated,18,Bangladesh,Out of stock,4.2,248,No
P00538,LifeCare,Paracetamol,Sun Healthcare,Injection,100mg,15,1279.95,20,1023.96,Yes,OTC,Antacid,Refrigerated,23,UK,Limited,3.2,91,Yes
P00539,LifeCare,Atorvastatin,ABC Pharma,Syrup,50mg,10,583.68,0,583.68,Yes,OTC,Antidiabetic,Room Temp,25,Bangladesh,Out of stock,2.7,117,No
P00540,HealPlus,Atorvastatin,Medicare Ltd,Tablet,250mg,15,345.51,0,345.51,Yes,Prescription,Antibiotic,Room Temp,24,UK,Limited,4.9,293,Yes
P00541,PharmaOne,Paracetamol,Global Remedies,Ointment,5mg,30,1454.44,10,1309.0,No,OTC,Antacid,Room Temp,17,Bangladesh,Limited,4.9,321,No
P00542,Medix,Paracetamol,Medicare Ltd,Capsule,50mg,15,599.61,10,539.65,No,Prescription,Antacid,Refrigerated,32,USA,Limited,4.0,235,No
P00543,BioTrust,Omeprazole,Medicare Ltd,Capsule,5mg,15,1623.05,15,1379.59,No,Prescription,Antihypertensive,Room Temp,15,UK,In stock,4.6,114,No
P00544,BioTrust,Paracetamol,Global Remedies,Injection,250mg,15,1393.51,15,1184.48,Yes,OTC,Antibiotic,Room Temp,24,Canada,In stock,2.8,216,No
P00545,HealPlus,Metformin,Sun Healthcare,Injection,500mg,30,1690.2,10,1521.18,No,OTC,Antacid,Room Temp,27,Canada,Limited,2.9,376,No
P00546,HealPlus,Omeprazole,Medicare Ltd,Syrup,500mg,10,594.52,10,535.07,No,Prescription,Antihypertensive,Refrigerated,25,Canada,Out of stock,2.9,93,No
P00547,Medix,Omeprazole,ABC Pharma,Syrup,5mg,30,679.28,5,645.32,No,Prescription,Antacid,Room Temp,26,India,Out of stock,4.9,72,Yes
P00548,BioTrust,Amoxicillin,Global Remedies,Ointment,5mg,20,888.12,20,710.5,Yes,Prescription,Antacid,Room Temp,35,India,Out of stock,3.7,458,No
P00549,LifeCare,Paracetamol,Medicare Ltd,Ointment,250mg,20,1029.26,0,1029.26,Yes,OTC,Antacid,Refrigerated,30,USA,Limited,3.0,68,No
P00550,HealPlus,Metformin,Global Remedies,Injection,250mg,30,1946.36,5,1849.04,Yes,OTC,Analgesic,Room Temp,23,Canada,Limited,4.3,109,Yes
P00551,LifeCare,Metformin,Sun Healthcare,Syrup,500mg,15,648.1,20,518.48,No,Prescription,Analgesic,Refrigerated,13,USA,Limited,4.4,156,Yes
P00552,Medix,Paracetamol,Sun Healthcare,Injection,100mg,10,1033.57,15,878.53,Yes,Prescription,Antidiabetic,Room Temp,25,Bangladesh,In stock,4.5,404,No
P00553,BioTrust,Amoxicillin,Sun Healthcare,Injection,250mg,15,858.09,10,772.28,Yes,OTC,Antacid,Room Temp,33,USA,In stock,2.6,135,No
P00554,Medix,Omeprazole,Global Remedies,Tablet,500mg,10,338.74,5,321.8,No,Prescription,Antihypertensive,Room Temp,24,USA,Out of stock,4.0,496,No
P00555,LifeCare,Amoxicillin,Medicare Ltd,Injection,5mg,20,445.92,20,356.74,No,Prescription,Analgesic,Refrigerated,33,USA,In stock,3.3,308,Yes
P00556,Medix,Atorvastatin,Global Remedies,Capsule,250mg,20,1854.45,15,1576.28,No,Prescription,Antibiotic,Room Temp,17,Canada,Limited,2.6,17,Yes
P00557,PharmaOne,Atorvastatin,Nova Life,Injection,50mg,15,1763.82,10,1587.44,No,OTC,Antidiabetic,Refrigerated,36,UK,In stock,4.9,48,Yes
P00558,Medix,Metformin,Sun Healthcare,Tablet,500mg,15,1167.86,0,1167.86,Yes,Prescription,Antidiabetic,Room Temp,18,UK,Out of stock,4.5,212,No
P00559,LifeCare,Metformin,Sun Healthcare,Tablet,250mg,10,1336.41,20,1069.13,No,Prescription,Antihypertensive,Refrigerated,14,India,Limited,4.8,166,Yes
P00560,BioTrust,Atorvastatin,Sun Healthcare,Injection,100mg,15,290.35,20,232.28,Yes,Prescription,Analgesic,Refrigerated,36,Bangladesh,Limited,3.4,125,No
P00561,BioTrust,Metformin,Medicare Ltd,Injection,250mg,15,441.21,10,397.09,Yes,OTC,Antihypertensive,Refrigerated,13,USA,Limited,4.2,419,No
P00562,LifeCare,Amoxicillin,ABC Pharma,Syrup,500mg,15,740.22,5,703.21,Yes,Prescription,Analgesic,Refrigerated,25,India,In stock,4.6,341,No
P00563,PharmaOne,Omeprazole,ABC Pharma,Capsule,5mg,15,1758.38,20,1406.7,No,OTC,Antacid,Refrigerated,18,Canada,In stock,3.8,207,No
P00564,BioTrust,Amoxicillin,Sun Healthcare,Syrup,250mg,20,759.21,15,645.33,Yes,Prescription,Antidiabetic,Room Temp,23,Bangladesh,In stock,4.7,466,Yes
P00565,Medix,Paracetamol,Medicare Ltd,Tablet,250mg,20,922.19,10,829.97,Yes,OTC,Antacid,Refrigerated,33,Canada,In stock,4.2,35,No
P00566,PharmaOne,Omeprazole,ABC Pharma,Injection,100mg,30,368.7,15,313.39,No,Prescription,Analgesic,Refrigerated,14,Bangladesh,In stock,3.0,482,Yes
P00567,PharmaOne,Omeprazole,ABC Pharma,Injection,5mg,20,1107.69,20,886.15,Yes,OTC,Antacid,Refrigerated,22,Bangladesh,In stock,5.0,456,No
P00568,PharmaOne,Omeprazole,ABC Pharma,Injection,50mg,30,1461.97,10,1315.77,No,OTC,Antidiabetic,Refrigerated,22,India,Limited,3.9,45,Yes
P00569,BioTrust,Atorvastatin,ABC Pharma,Syrup,100mg,20,192.58,5,182.95,No,Prescription,Antibiotic,Refrigerated,22,Bangladesh,Limited,4.0,48,Yes
P00570,HealPlus,Omeprazole,ABC Pharma,Syrup,5mg,30,1110.32,10,999.29,No,OTC,Analgesic,Room Temp,26,India,Out of stock,4.6,154,Yes
P00571,PharmaOne,Metformin,ABC Pharma,Capsule,50mg,10,1911.76,10,1720.58,Yes,Prescription,Analgesic,Room Temp,24,Bangladesh,Limited,4.5,431,Yes
P00572,LifeCare,Atorvastatin,Nova Life,Tablet,50mg,15,1871.17,10,1684.05,No,OTC,Antacid,Room Temp,15,Bangladesh,Out of stock,4.0,101,No
P00573,LifeCare,Metformin,Global Remedies,Syrup,50mg,15,966.42,5,918.1,Yes,Prescription,Antihypertensive,Refrigerated,14,Canada,Out of stock,3.8,227,Yes
P00574,HealPlus,Amoxicillin,Sun Healthcare,Syrup,250mg,30,1898.15,15,1613.43,No,OTC,Analgesic,Refrigerated,21,USA,Limited,4.0,179,No
P00575,Medix,Paracetamol,Sun Healthcare,Tablet,250mg,15,641.42,15,545.21,Yes,Prescription,Analgesic,Room Temp,28,Canada,In stock,4.6,22,Yes
P00576,BioTrust,Amoxicillin,Nova Life,Capsule,100mg,15,543.12,15,461.65,No,OTC,Analgesic,Refrigerated,30,Canada,Out of stock,5.0,7,No
P00577,HealPlus,Paracetamol,Nova Life,Tablet,100mg,30,617.92,0,617.92,Yes,Prescription,Antidiabetic,Refrigerated,35,Canada,Out of stock,4.7,100,Yes
P00578,LifeCare,Metformin,Medicare Ltd,Tablet,100mg,15,21.89,5,20.8,Yes,OTC,Antihypertensive,Room Temp,20,Bangladesh,In stock,3.2,186,No
P00579,BioTrust,Metformin,ABC Pharma,Capsule,50mg,10,1632.75,20,1306.2,Yes,OTC,Antibiotic,Refrigerated,17,USA,Limited,3.3,217,No
P00580,LifeCare,Metformin,Nova Life,Ointment,50mg,15,702.73,15,597.32,No,Prescription,Antidiabetic,Room Temp,25,India,Limited,2.7,8,Yes
P00581,PharmaOne,Paracetamol,ABC Pharma,Syrup,100mg,15,1608.09,20,1286.47,No,OTC,Antidiabetic,Refrigerated,28,India,Limited,3.0,188,No
P00582,BioTrust,Atorvastatin,Nova Life,Capsule,50mg,15,1374.14,15,1168.02,Yes,OTC,Antidiabetic,Room Temp,30,USA,Limited,5.0,465,No
P00583,Medix,Paracetamol,Global Remedies,Syrup,250mg,15,47.66,15,40.51,No,Prescription,Analgesic,Room Temp,34,UK,Out of stock,4.3,395,Yes
P00584,Medix,Amoxicillin,Medicare Ltd,Injection,5mg,30,274.31,15,233.16,No,Prescription,Antidiabetic,Refrigerated,29,India,Limited,3.8,396,Yes
P00585,BioTrust,Omeprazole,Medicare Ltd,Capsule,250mg,20,308.2,20,246.56,No,Prescription,Antihypertensive,Refrigerated,20,India,Out of stock,2.8,155,No
P00586,Medix,Atorvastatin,Global Remedies,Tablet,5mg,15,1381.65,0,1381.65,No,Prescription,Analgesic,Refrigerated,31,India,Limited,3.2,251,Yes
P00587,Medix,Paracetamol,Medicare Ltd,Syrup,50mg,10,470.35,0,470.35,No,Prescription,Antihypertensive,Refrigerated,33,UK,In stock,3.5,434,Yes
P00588,LifeCare,Atorvastatin,Global Remedies,Ointment,50mg,10,913.51,20,730.81,Yes,OTC,Antacid,Refrigerated,18,UK,Limited,4.0,184,No
P00589,LifeCare,Metformin,ABC Pharma,Syrup,50mg,20,564.75,20,451.8,Yes,Prescription,Antacid,Refrigerated,23,UK,Out of stock,3.8,384,Yes
P00590,LifeCare,Paracetamol,Nova Life,Tablet,100mg,30,218.3,0,218.3,No,Prescription,Antidiabetic,Refrigerated,28,UK,Out of stock,4.2,275,Yes
P00591,PharmaOne,Metformin,Sun Healthcare,Syrup,250mg,10,947.15,10,852.43,Yes,Prescription,Antacid,Refrigerated,14,UK,Limited,3.0,311,Yes
P00592,PharmaOne,Paracetamol,Global Remedies,Tablet,500mg,30,1049.52,15,892.09,No,OTC,Analgesic,Room Temp,16,Bangladesh,Limited,4.4,298,Yes
P00593,BioTrust,Atorvastatin,Global Remedies,Capsule,100mg,15,503.61,0,503.61,Yes,Prescription,Antacid,Room Temp,35,Canada,Limited,4.2,186,Yes
P00594,BioTrust,Omeprazole,Nova Life,Tablet,500mg,30,1558.61,15,1324.82,No,OTC,Antihypertensive,Room Temp,24,UK,Limited,2.6,96,Yes
P00595,LifeCare,Paracetamol,Sun Healthcare,Tablet,100mg,10,1514.17,20,1211.34,No,OTC,Antibiotic,Refrigerated,17,USA,Out of stock,3.9,304,No
P00596,Medix,Atorvastatin,ABC Pharma,Syrup,50mg,10,583.0,10,524.7,No,Prescription,Antidiabetic,Room Temp,18,Canada,Out of stock,3.5,58,No
P00597,LifeCare,Paracetamol,Nova Life,Injection,500mg,15,322.57,20,258.06,Yes,OTC,Antacid,Refrigerated,20,Bangladesh,In stock,3.4,109,Yes
P00598,PharmaOne,Amoxicillin,Medicare Ltd,Ointment,250mg,15,208.3,20,166.64,Yes,OTC,Antihypertensive,Room Temp,14,Canada,Out of stock,3.4,242,No
P00599,BioTrust,Amoxicillin,Global Remedies,Capsule,250mg,15,1704.64,20,1363.71,Yes,Prescription,Antihypertensive,Refrigerated,21,Bangladesh,Limited,3.0,111,Yes
P00600,Medix,Amoxicillin,ABC Pharma,Capsule,500mg,30,1213.58,5,1152.9,Yes,Prescription,Analgesic,Room Temp,34,Canada,Limited,4.7,220,Yes
P00601,LifeCare,Atorvastatin,Global Remedies,Syrup,100mg,15,165.31,15,140.51,No,OTC,Antihypertensive,Room Temp,18,UK,Limited,4.8,78,No
P00602,LifeCare,Paracetamol,Global Remedies,Ointment,5mg,30,1704.51,0,1704.51,No,Prescription,Analgesic,Room Temp,36,India,Out of stock,4.0,308,No
P00603,HealPlus,Amoxicillin,ABC Pharma,Ointment,500mg,30,948.71,15,806.4,Yes,OTC,Antihypertensive,Refrigerated,24,USA,Out of stock,4.8,26,No
P00604,Medix,Atorvastatin,Sun Healthcare,Capsule,5mg,10,1894.53,20,1515.62,Yes,Prescription,Antidiabetic,Room Temp,30,UK,Limited,4.8,184,No
P00605,HealPlus,Atorvastatin,Sun Healthcare,Ointment,5mg,10,786.06,10,707.45,Yes,Prescription,Antihypertensive,Room Temp,16,Bangladesh,Out of stock,5.0,238,Yes
P00606,PharmaOne,Paracetamol,Global Remedies,Tablet,250mg,15,1387.13,10,1248.42,No,Prescription,Antihypertensive,Refrigerated,13,Bangladesh,Out of stock,5.0,439,No
P00607,HealPlus,Atorvastatin,Global Remedies,Injection,100mg,10,1373.47,15,1167.45,Yes,OTC,Antacid,Refrigerated,35,UK,Limited,3.0,157,Yes
P00608,PharmaOne,Metformin,ABC Pharma,Syrup,5mg,10,458.49,20,366.79,No,Prescription,Analgesic,Room Temp,36,Canada,Limited,2.7,447,Yes
P00609,Medix,Atorvastatin,Medicare Ltd,Syrup,250mg,30,158.19,20,126.55,No,Prescription,Antacid,Room Temp,24,UK,In stock,3.3,203,Yes
P00610,PharmaOne,Omeprazole,ABC Pharma,Injection,500mg,20,531.02,15,451.37,No,Prescription,Antibiotic,Room Temp,12,Canada,Out of stock,4.1,381,Yes
P00611,LifeCare,Amoxicillin,Nova Life,Injection,250mg,15,335.0,0,335.0,Yes,Prescription,Antibiotic,Room Temp,20,India,In stock,3.4,319,No
P00612,BioTrust,Amoxicillin,ABC Pharma,Syrup,250mg,10,138.54,20,110.83,Yes,Prescription,Antidiabetic,Room Temp,36,Canada,Limited,2.6,343,Yes
P00613,LifeCare,Metformin,Medicare Ltd,Syrup,500mg,30,1744.03,15,1482.43,Yes,OTC,Antidiabetic,Refrigerated,27,Bangladesh,Limited,4.3,57,Yes
P00614,LifeCare,Amoxicillin,Global Remedies,Capsule,5mg,10,427.46,20,341.97,No,Prescription,Antidiabetic,Room Temp,32,USA,Out of stock,4.1,124,No
P00615,BioTrust,Paracetamol,Nova Life,Capsule,50mg,15,1450.32,10,1305.29,No,Prescription,Antihypertensive,Refrigerated,31,India,In stock,3.2,488,Yes
P00616,PharmaOne,Metformin,Nova Life,Capsule,5mg,15,633.57,20,506.86,No,Prescription,Antihypertensive,Room Temp,19,USA,Limited,2.9,185,Yes
P00617,LifeCare,Atorvastatin,Sun Healthcare,Capsule,50mg,15,116.74,15,99.23,No,Prescription,Antidiabetic,Refrigerated,30,Bangladesh,Limited,4.6,171,No
P00618,PharmaOne,Omeprazole,ABC Pharma,Tablet,500mg,20,1571.09,0,1571.09,Yes,Prescription,Antihypertensive,Room Temp,26,India,In stock,4.0,140,No
P00619,Medix,Amoxicillin,Medicare Ltd,Injection,100mg,20,1892.67,5,1798.04,Yes,OTC,Antibiotic,Refrigerated,13,USA,Limited,2.7,256,Yes
P00620,BioTrust,Atorvastatin,Nova Life,Ointment,500mg,20,465.03,15,395.28,Yes,OTC,Antidiabetic,Refrigerated,23,India,Limited,3.1,69,No
P00621,Medix,Metformin,Medicare Ltd,Syrup,250mg,20,764.03,5,725.83,Yes,Prescription,Antibiotic,Room Temp,31,USA,Limited,2.6,87,No
P00622,PharmaOne,Paracetamol,ABC Pharma,Syrup,250mg,30,398.59,5,378.66,No,Prescription,Antidiabetic,Refrigerated,21,USA,In stock,3.8,238,No
P00623,BioTrust,Amoxicillin,ABC Pharma,Injection,5mg,30,1466.61,0,1466.61,No,Prescription,Analgesic,Refrigerated,26,UK,Limited,3.2,47,No
P00624,LifeCare,Amoxicillin,Global Remedies,Ointment,500mg,10,1145.85,0,1145.85,No,OTC,Antihypertensive,Room Temp,12,UK,Limited,4.3,304,Yes
P00625,HealPlus,Atorvastatin,Nova Life,Injection,500mg,15,489.17,15,415.79,No,Prescription,Antibiotic,Room Temp,27,India,Out of stock,2.6,85,Yes
P00626,Medix,Amoxicillin,Nova Life,Syrup,500mg,30,114.43,15,97.27,No,Prescription,Analgesic,Room Temp,32,Canada,Limited,4.0,240,No
P00627,BioTrust,Amoxicillin,Global Remedies,Ointment,100mg,10,172.86,0,172.86,No,Prescription,Antacid,Refrigerated,25,India,Out of stock,3.9,367,No
P00628,BioTrust,Metformin,ABC Pharma,Capsule,500mg,10,1158.97,20,927.18,Yes,Prescription,Analgesic,Room Temp,20,UK,Limited,4.7,351,No
P00629,LifeCare,Amoxicillin,Nova Life,Syrup,5mg,20,1494.99,0,1494.99,Yes,Prescription,Antibiotic,Refrigerated,34,Bangladesh,Limited,3.2,64,Yes
P00630,Medix,Atorvastatin,ABC Pharma,Syrup,5mg,15,364.63,15,309.94,Yes,Prescription,Analgesic,Room Temp,35,India,In stock,4.0,444,No
P00631,BioTrust,Amoxicillin,Nova Life,Syrup,100mg,15,545.51,15,463.68,No,OTC,Antibiotic,Room Temp,16,UK,In stock,3.4,252,No
